API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,Formation at Total Depth,Target Formation,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Horizontal Length,DI Lateral Length,First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Latest Gas,Latest Oil,Latest Water,Latest GOR,2nd Month GOR,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,Last 12 Gas,Last 12 Oil,Last 12 Water,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
30015490460000,HOT POTATO 26 23 FEDERAL,231H,HOT POTATO 26 23 FEDERAL,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,LAGUNA SALADO,EDDY (NM),DELAWARE,DELAWARE,,,,BONE SPRING,3102.40,KB EST,3079.40,19463.00,9011.00,OIL,ACTIVE,1,130993004,COM,328289,2022-05-18,2022-08-18,H,,,,10237.58,9987.58,2022-10-01,2023-04-01,7,2022-08-10,2022-08-18,,,,,,,,,,48853.50,2,70557.00,2,37199.00,1,293.1210,2,4.89,7.06,3.72,216790.01,357714.00,157171.00,488097.00,2275.95,1.3007,1300.7400,27740.00,7699.00,35315.00,3603.07,1902.11,204467.67,329974.00,149472.00,452782.00,20.47,33.04,14.97,,,,,,,,,,,,PERMIAN BASIN,,NM,26,23S,29E,SWSW,,,,,,,,"ENLINK MIDSTREAM OPERATING, LP","DCP OPERATING COMPANY, LP",,,32.2698300,-103.9606150,32.2979293,-103.9623798
30015490450000,HOT POTATO 26 23 FEDERAL,235H,HOT POTATO 26 23 FEDERAL,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,LAGUNA SALADO,EDDY (NM),DELAWARE,DELAWARE,,,,BONE SPRING,3093.90,KB EST,3070.90,19432.00,9061.00,OIL,ACTIVE,1,130992998,COM,328289,2022-05-25,2022-09-05,H,,,,10204.86,9954.86,2022-09-01,2023-04-01,8,2022-08-30,2022-09-05,,,,,,,,,,44345.33,3,58934.00,3,34523.00,3,266.0720,3,4.45,5.92,3.47,162042.99,230514.00,123624.00,521384.00,1864.64,0.9723,972.2580,34094.00,13429.00,49218.00,2538.83,1849.52,125499.00,170184.00,97135.00,424245.00,12.61,17.10,9.76,,,,,,,,,,,,PERMIAN BASIN,,NM,26,23S,29E,SWSE,,,,,,,,"ENLINK MIDSTREAM OPERATING, LP","DCP OPERATING COMPANY, LP",,,32.2698360,-103.9517890,32.2978648,-103.9505256
30015490440000,HOT POTATO 26 23 FEDERAL,234H,HOT POTATO 26 23 FEDERAL,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,LAGUNA SALADO,EDDY (NM),DELAWARE,DELAWARE,,,,BONE SPRING,3098.50,KB EST,3075.50,19435.00,9050.00,OIL,ACTIVE,1,130992977,COM,328289,2022-05-26,2022-08-27,H,,,,10211.74,9961.74,2022-09-01,2023-04-01,8,2022-08-20,2022-08-27,,,,,,,,,,53104.00,3,67554.00,3,41845.00,3,318.6240,3,5.33,6.78,4.20,236995.67,343750.00,179704.00,400150.00,1912.87,1.4220,1421.9740,42856.00,15909.00,37547.00,2693.82,1841.32,186220.50,251361.00,144327.00,319031.00,18.69,25.23,14.49,,,,,,,,,,,,PERMIAN BASIN,,NM,26,23S,29E,SWSE,,,,,,,,"ENLINK MIDSTREAM OPERATING, LP","DCP OPERATING COMPANY, LP",,,32.2698340,-103.9549310,32.2978736,-103.9534383
30015490430000,HOT POTATO 26 23 FEDERAL,232H,HOT POTATO 26 23 FEDERAL,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,LAGUNA SALADO,EDDY (NM),DELAWARE,DELAWARE,,,,BONE SPRING,3104.30,KB EST,3081.30,19410.00,9030.00,OIL,ACTIVE,1,130993009,COM,328289,2022-05-19,2022-08-18,H,,,,10225.07,9975.07,2022-10-01,2023-04-01,7,2022-08-10,2022-08-18,,,,,,,,,,59087.17,1,82249.00,1,45379.00,1,354.5230,1,5.92,8.25,4.55,255827.67,422944.00,185337.00,494861.00,2282.03,1.5350,1534.9660,40006.00,10062.00,41071.00,3975.95,1751.72,239098.00,382938.00,175275.00,453790.00,23.97,38.39,17.57,,,,,,,,,,,,PERMIAN BASIN,,NM,26,23S,29E,SWSW,,,,,,,,"ENLINK MIDSTREAM OPERATING, LP","DCP OPERATING COMPANY, LP",,,32.2698300,-103.9605180,32.2979207,-103.9594671
30015490420000,OXBOW 26 25 B2MP FEDERAL COM,001H,OXBOW 26 25 B2MP FEDERAL COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,ROCK SPUR,EDDY (NM),DELAWARE,DELAWARE,,,,BONE SPRING,2985.00,KB EST,2962.00,18577.00,8430.00,OIL,ACTIVE,1,130993036,COM,331699,2022-09-29,2023-01-21,H,,,,10444.88,10194.88,2023-01-01,2023-04-01,4,2022-12-27,2023-01-21,,,,,,,,,,42236.50,4,77529.00,4,29315.00,4,253.4190,4,4.14,7.60,2.88,104723.33,180818.00,74587.00,308729.00,2424.26,0.6283,628.3400,77529.00,29315.00,87954.00,2644.69,2341.55,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,26,25S,28E,SWSW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,TARGA MIDSTREAM SERVICES LLC,,,32.0969900,-104.0656820,32.0947212,-104.0320610
30015490400000,JAMES RANCH UNIT DI 11 EKALAKA,121H,JAMES RANCH UNIT DI 11 EKALAKA,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,WILDCAT G-07 S223021G,EDDY (NM),DELAWARE,DELAWARE,,,,MULTIPLE,3132.00,KB,3102.00,24107.00,10787.00,OIL,ACTIVE,2,"130993042,131039805",MULTIPLE,MULTIPLE,2021-11-22,2022-07-13,H,,,,13147.47,12897.47,2022-10-01,2023-04-01,7,2022-06-18,2022-07-13,,,,,,,,,,53803.50,2,82437.00,2,40064.00,2,322.8210,2,4.17,6.39,3.11,215143.33,349088.00,156962.00,413503.00,2224.03,1.2909,1290.8600,38289.00,16294.00,39512.00,2349.88,2057.63,192467.83,310799.00,140668.00,373991.00,14.92,24.10,10.91,,,,,,,,,,,,PERMIAN BASIN,,NM,17,22S,30E,NWSE,,,,,,,,MULTIPLE,MULTIPLE,,,32.3907730,-103.9030130,32.3877347,-103.8605740
30015490390000,JAMES RANCH UNIT DI 11 EKALAKA,112H,JAMES RANCH UNIT DI 11 EKALAKA,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,LOS MEDANOS,EDDY (NM),DELAWARE,DELAWARE,,,,"WOLFCAMP, SOUTH",3144.00,KB,3112.00,24184.00,10827.00,OIL,ACTIVE,1,130993027,COM,331690,2021-11-26,2022-07-25,H,,,,13051.13,12801.13,2022-10-01,2023-04-01,6,2022-06-26,2022-07-25,,,,,,,,,,42625.67,2,69904.00,2,31026.00,3,255.7540,2,3.33,5.46,2.42,160989.99,265992.00,116658.00,464039.00,2280.10,0.9659,965.9400,31614.00,8993.00,46967.00,3515.40,2256.79,146728.00,234378.00,107665.00,417072.00,11.46,18.31,8.41,,,,,,,,,,,,PERMIAN BASIN,,NM,17,22S,30E,NWSE,,,,,,,,"XTO ENERGY, INC","XTO ENERGY, INC",,,32.3907730,-103.9028180,32.3895489,-103.8605645
30015490380000,JAMES RANCH UNIT DI 11 EKALAKA,111H,JAMES RANCH UNIT DI 11 EKALAKA,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,LOS MEDANOS,EDDY (NM),DELAWARE,DELAWARE,,,,"WOLFCAMP, SOUTH",3144.00,KB,3112.00,24353.00,10827.00,OIL,ACTIVE,1,130993026,COM,331690,2021-11-26,2022-07-30,H,,,,13186.92,12936.92,2022-11-01,2023-04-01,5,2022-07-04,2022-07-30,,,,,,,,,,38576.00,2,53085.00,4,32000.00,2,231.4560,2,2.98,4.10,2.47,158435.84,213509.00,122851.00,294613.00,1737.95,0.9506,950.6150,33240.00,19510.00,35393.00,1703.74,1233.00,158435.83,213509.00,122851.00,294613.00,12.25,16.50,9.50,,,,,,,,,,,,PERMIAN BASIN,,NM,17,22S,30E,NWSE,,,,,,,,"XTO ENERGY, INC","XTO ENERGY, INC",,,32.3907730,-103.9029160,32.3859205,-103.8605834
30015490370000,JAMES RANCH UNIT DI 11 EKALAKA,903H,JAMES RANCH UNIT DI 11 EKALAKA,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,WILDCAT G-07 S223021G,EDDY (NM),DELAWARE,DELAWARE,,,,BONE SPRING,3144.00,KB,3112.00,24048.00,10634.00,OIL,ACTIVE,1,130992997,COM,331690,2021-11-27,2022-07-30,H,,,,12987.20,12737.20,2022-11-01,2023-04-01,6,2022-07-04,2022-07-30,,,,,,,,,,51640.83,2,63789.00,1,43453.00,2,309.8450,2,4.05,5.01,3.41,248284.16,273613.00,202682.00,363764.00,1349.96,1.4897,1489.7050,44607.00,26238.00,33258.00,1700.09,1130.58,248284.17,273613.00,202682.00,363764.00,19.49,21.48,15.91,,,,,,,,,,,,PERMIAN BASIN,,NM,17,22S,30E,NWSE,,,,,,,,"XTO ENERGY, INC","XTO ENERGY, INC",,,32.3907730,-103.9026240,32.3913631,-103.8605583
30015490360000,JAMES RANCH UNIT DI 11 EKALAKA,902H,JAMES RANCH UNIT DI 11 EKALAKA,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,WILDCAT G-07 S223021G,EDDY (NM),DELAWARE,DELAWARE,,,,BONE SPRING,3144.00,KB,3112.00,23844.00,10423.00,OIL,ACTIVE,1,130992991,COM,331690,2021-11-27,2022-07-13,H,,,,10668.39,10418.39,2022-10-01,2023-04-01,7,2022-06-18,2022-07-13,,,,,,,,,,56084.17,2,79549.00,2,42826.00,2,336.5050,2,5.38,7.64,4.11,260710.84,324821.00,206574.00,601333.00,1572.42,1.5643,1564.2650,35831.00,22618.00,45130.00,1584.18,1857.49,232121.00,288990.00,183956.00,556203.00,22.28,27.74,17.66,,,,,,,,,,,,PERMIAN BASIN,,NM,17,22S,30E,NWSE,,,,,,,,"XTO ENERGY, INC","XTO ENERGY, INC",,,32.3907730,-103.9027210,32.3908278,-103.8681614
30015490350100,JAMES RANCH UNIT DI 11 EKALAKA,922H,JAMES RANCH UNIT DI 11 EKALAKA,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,WILDCAT G-07 S223021G,EDDY (NM),DELAWARE,DELAWARE,,,,,3132.00,KB,3102.00,23604.00,,OIL,ACTIVE,,,,,,,H,,,,13016.01,12766.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,17,22S,30E,NWSE,,,,,,,,,,,,32.3914050,-103.9027200,32.3913630,-103.8605551
30015490340000,JAMES RANCH UNIT DI 11 EKALAKA,904H,JAMES RANCH UNIT DI 11 EKALAKA,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,LOS MEDANOS,EDDY (NM),DELAWARE,DELAWARE,,,,"WOLFCAMP, SOUTH",3143.00,KB,3111.00,24069.00,10633.00,OIL,ACTIVE,1,130992996,COM,331690,,2022-06-15,H,,,,13055.86,12805.86,2022-11-01,2023-04-01,5,2022-05-23,2022-06-15,,,,,,,,,,75892.50,2,121659.00,2,55616.00,2,455.3550,2,5.93,9.50,4.34,156807.17,268123.00,112120.00,289479.00,2391.39,0.9408,940.8430,25626.00,13471.00,24815.00,1902.31,2187.48,156807.17,268123.00,112120.00,289479.00,12.24,20.94,8.76,,,,,,,,,,,,PERMIAN BASIN,,NM,17,22S,30E,NWSE,,,,,,,,"XTO ENERGY, INC","XTO ENERGY, INC",,,32.3914050,-103.9026220,32.3931182,-103.8603758
30015490330000,JAMES RANCH UNIT DI 11 EKALAKA,113H,JAMES RANCH UNIT DI 11 EKALAKA,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,LOS MEDANOS,EDDY (NM),DELAWARE,DELAWARE,,,,"WOLFCAMP, SOUTH",3143.00,KB,3111.00,24196.00,10826.00,OIL,ACTIVE,1,130992983,COM,331690,2022-01-04,2022-06-15,H,,,,13116.06,12866.06,2022-10-01,2023-04-01,6,2022-05-23,2022-06-15,,,,,,,,,,54598.33,2,75608.00,2,42850.00,3,327.5900,2,4.24,5.88,3.33,225402.33,258020.00,182399.00,425286.00,1414.59,1.3524,1352.4140,40791.00,25565.00,46412.00,1595.58,1800.32,193038.83,217229.00,156834.00,378874.00,15.00,16.88,12.19,,,,,,,,,,,,PERMIAN BASIN,,NM,17,22S,30E,NWSE,,,,,,,,"XTO ENERGY, INC","XTO ENERGY, INC",,,32.3914050,-103.9028170,32.3931209,-103.8603757
30015490320000,JAMES RANCH UNIT DI 11 EKALAKA,905H,JAMES RANCH UNIT DI 11 EKALAKA,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,LOS MEDANOS,EDDY (NM),DELAWARE,DELAWARE,,,,"WOLFCAMP, SOUTH",3143.00,KB,3111.00,24134.00,10633.00,OIL,ACTIVE,1,130991721,COM,331690,,2022-05-28,H,,,,13226.32,12976.32,2022-10-01,2023-04-01,6,2022-05-05,2022-05-28,,,,,,,,,,35591.83,2,56993.00,2,27314.00,3,213.5510,2,2.74,4.39,2.10,148396.17,211057.00,113220.00,504210.00,1864.13,0.8904,890.3770,30181.00,8608.00,51846.00,3506.16,2184.23,134758.00,180876.00,104612.00,452364.00,10.38,13.94,8.06,,,,,,,,,,,,PERMIAN BASIN,,NM,17,22S,30E,NWSE,,,,,,,,"XTO ENERGY, INC","XTO ENERGY, INC",,,32.3914060,-103.9030110,32.3949351,-103.8603663
30015490280000,SCHLITZ FEDERAL COM,234H,SCHLITZ FEDERAL COM,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3416.50,KB,3391.00,19418.00,9315.00,GAS,ACTIVE,1,130991726,COM,329796,2022-04-06,2022-08-31,H,,,,9757.50,9507.50,2022-09-01,2023-02-01,6,2022-08-07,2022-08-31,,,,,,,,,,44235.33,2,176288.00,2,14854.00,2,265.4120,2,4.65,18.54,1.56,168209.99,698010.00,51875.00,332310.00,13455.61,1.0093,1009.2600,161360.00,9566.00,58446.00,16868.07,11868.05,168210.00,698010.00,51875.00,332310.00,17.69,73.42,5.46,,,,,,,,,,,,PERMIAN BASIN,,NM,16,25S,26E,SESE,,,,,,,,"SALT CREEK MIDSTREAM, LLC","LUCID ENERGY DELAWARE, LLC",50.950000,,32.1246110,-104.2923540,32.1514118,-104.2911511
30015490270000,SCHLITZ FEDERAL COM,233H,SCHLITZ FEDERAL COM,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3418.50,KB,3393.00,19502.00,9355.00,GAS,ACTIVE,1,130991730,COM,329796,2022-04-06,2022-08-31,H,,,,9770.78,9520.78,2022-09-01,2023-02-01,6,2022-08-07,2022-08-31,,,,,,,,,,56412.50,2,217844.00,6,20530.00,2,338.4750,2,5.93,22.88,2.16,270212.33,1105004.00,86045.00,398384.00,12842.16,1.6213,1621.2740,217844.00,11338.00,56112.00,19213.62,10486.85,270212.33,1105004.00,86045.00,398384.00,28.38,116.06,9.04,,,,,,,,,,,,PERMIAN BASIN,,NM,16,25S,26E,SESE,,,,,,,,"SALT CREEK MIDSTREAM, LLC","LUCID ENERGY DELAWARE, LLC",50.950000,,32.1246800,-104.2923540,32.1514104,-104.2954131
30015490250000,SCHLITZ FEDERAL COM,232H,SCHLITZ FEDERAL COM,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3454.50,KB,3429.00,19490.00,9325.00,GAS,ACTIVE,1,130991758,COM,329796,2022-03-24,2022-08-05,H,,,,5235.64,4985.64,2022-09-01,2023-02-01,6,2022-07-13,2022-08-05,,,,,,,,,,55226.17,5,210307.00,5,20175.00,5,331.3570,5,11.08,42.18,4.05,238628.51,881835.00,91656.00,450894.00,9621.14,1.4318,1431.7710,165045.00,16308.00,80671.00,10120.49,8117.81,238628.50,881835.00,91656.00,450894.00,47.86,176.87,18.38,,,,,,,,,,,,PERMIAN BASIN,,NM,16,25S,26E,SWSW,,,,,,,,"SALT CREEK MIDSTREAM, LLC","LUCID ENERGY DELAWARE, LLC",50.950000,,32.1246110,-104.3028400,32.1390018,-104.3029596
30015490240000,SCHLITZ FEDERAL COM,213H,SCHLITZ FEDERAL COM,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3418.50,KB,3393.00,19037.00,8840.00,GAS,ACTIVE,1,130991778,COM,329796,2022-04-06,2022-08-30,H,,,,9805.21,9555.21,2022-09-01,2023-02-01,6,2022-08-07,2022-08-30,,,,,,,,,,36002.17,5,76069.00,5,23976.00,3,216.0130,5,3.77,7.96,2.51,157022.49,321027.00,103518.00,580971.00,3101.17,0.9421,942.1350,55103.00,15971.00,67077.00,3450.19,2617.28,157022.50,321027.00,103518.00,580971.00,16.43,33.60,10.83,,,,,,,,,,,,PERMIAN BASIN,,NM,16,25S,26E,SESE,,,,,,,,"SALT CREEK MIDSTREAM, LLC","LUCID ENERGY DELAWARE, LLC",50.950000,,32.1246100,-104.2920950,32.1514132,-104.2954131
30015490230000,SCHLITZ FEDERAL COM,204H,SCHLITZ FEDERAL COM,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3418.50,KB,3393.00,18789.00,8670.00,GAS,ACTIVE,1,130991720,COM,329796,2022-04-07,2022-08-30,H,,,,9730.07,9480.07,2022-09-01,2023-02-01,6,2022-08-07,2022-08-30,,,,,,,,,,33645.83,5,75959.00,5,20986.00,5,201.8750,5,3.55,8.01,2.21,141658.16,324721.00,87538.00,519457.00,3709.49,0.8499,849.9490,59461.00,11991.00,74200.00,4958.80,3339.25,141658.17,324721.00,87538.00,519457.00,14.94,34.25,9.23,,,,,,,,,,,,PERMIAN BASIN,,NM,16,25S,26E,SESE,,,,,,,,"SALT CREEK MIDSTREAM, LLC","LUCID ENERGY DELAWARE, LLC",50.950000,,32.1246790,-104.2920950,32.1514118,-104.2911479
30015490220000,SCHLITZ FEDERAL COM,202H,SCHLITZ FEDERAL COM,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3454.50,KB,3429.00,18809.00,8625.00,GAS,ACTIVE,1,130991777,COM,329796,2022-03-23,2022-08-03,H,,,,9905.71,9655.71,2022-09-01,2023-02-01,6,2022-07-13,2022-08-03,,,,,,,,,,43862.83,3,84861.00,5,29721.00,3,263.1770,3,4.54,8.79,3.08,178524.50,355161.00,119331.00,615900.00,2976.27,1.0711,1071.1470,40831.00,11914.00,62405.00,3427.14,2812.35,178524.50,355161.00,119331.00,615900.00,18.49,36.78,12.36,,,,,,,,,,,,PERMIAN BASIN,,NM,16,25S,26E,SWSW,,,,,,,,"SALT CREEK MIDSTREAM, LLC","LUCID ENERGY DELAWARE, LLC",50.950000,,32.1245420,-104.3031070,32.1516264,-104.2998281
30015490150000,JOE HOLLINGSWORTH FEE,201H,JOE HOLLINGSWORTH FEE,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3101.50,KB,3073.00,18433.00,9647.70,GAS,ACTIVE,1,130987456,COM,331615,2021-11-09,2022-03-11,H,,,,6572.70,6322.70,2022-03-01,2023-04-01,14,2022-02-21,2022-03-11,,,,,,,,,,35583.17,2,61153.00,2,25391.00,2,213.4990,2,5.63,9.67,4.02,175381.01,371442.00,113474.00,624470.00,3273.37,1.0523,1052.2860,19949.00,3649.00,23236.00,5466.98,2408.45,111261.50,212271.00,75883.00,399582.00,17.60,33.57,12.00,162229.17,337093.00,106047.00,580544.00,973.3750,25.66,53.31,16.77,309316.0000,87611.0000,478965.0000,PERMIAN BASIN,,NM,21,22S,28E,NWNW,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,,,32.3831140,-104.1004510,32.3823691,-104.0791791
30015490090000,JOE HOLLINGSWORTH FEE,136H,JOE HOLLINGSWORTH FEE,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,CULEBRA BLUFF,EDDY (NM),DELAWARE,DELAWARE,,,,"BONE SPRING, SOUTH",3101.50,KB,3073.00,18423.00,9467.20,OIL,ACTIVE,1,130987455,COM,331615,2021-11-11,2022-03-11,H,,,,9164.00,8914.00,2022-03-01,2023-04-01,14,2022-02-21,2022-03-11,,,,,,,,,,29936.67,2,51982.00,2,21273.00,2,179.6200,2,3.36,5.83,2.39,165111.51,356085.00,105764.00,636999.00,3366.79,0.9907,990.6690,12850.00,2934.00,17769.00,4379.69,2443.57,98980.50,189831.00,67342.00,370231.00,11.10,21.30,7.55,152948.33,323996.00,98949.00,591078.00,917.6900,17.16,36.35,11.10,303953.0000,84445.0000,522041.0000,PERMIAN BASIN,,NM,21,22S,28E,NWNW,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,,,32.3830330,-104.1003520,32.3800073,-104.0708837
30015490020100,GEORGE 14 15 24S 28E,123H,GEORGE 14 15 24S 28E,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,MALAGA,EDDY (NM),DELAWARE,DELAWARE,,,,BONE SPRING,3002.50,KB,2974.00,19212.00,8315.27,OIL,ACTIVE,1,130986208,COM,331076,2022-01-17,2022-03-31,H,,,,10446.14,10501.00,2022-04-01,2023-04-01,13,2022-03-21,2022-03-31,,,,,,,,,,36191.50,2,43383.00,2,28961.00,2,217.1490,2,3.45,4.13,2.76,223493.16,413773.00,154531.00,707332.00,2677.61,1.3410,1340.9590,29136.00,5066.00,36533.00,5751.28,1497.98,134182.00,183444.00,103608.00,421207.00,12.78,17.47,9.87,213571.17,384637.00,149465.00,670799.00,1281.4270,20.34,36.63,14.23,410393.0000,152228.0000,654765.0000,PERMIAN BASIN,,NM,14,24S,28E,NESE,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,,,32.2148850,-104.0500328,32.2161815,-104.0837730
30015489960100,JOE HOLLINGSWORTH FEE,135H,JOE HOLLINGSWORTH FEE,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,CULEBRA BLUFF,EDDY (NM),DELAWARE,DELAWARE,,BONE SPRINGS,,"BONE SPRING, SOUTH",3101.50,KB,3073.00,18220.00,9487.52,OIL,ACTIVE,1,130986230,COM,331615,2021-11-10,2022-04-02,H,9712.00,18053.00,8341.00,8983.04,8341.00,2022-03-01,2023-04-01,14,2022-02-21,2022-03-10,2282.00,1060.00,6508.00,24.00,,2022-04-16,InitialPotentialTest,2022-04-16,InitialPotentialTest,26513.83,2,46379.00,2,18784.00,2,159.0830,2,3.18,5.56,2.25,156744.83,299843.00,106771.00,703678.00,2808.28,0.9405,940.4690,11666.00,3652.00,19289.00,3194.41,2469.07,94642.67,167740.00,66686.00,442362.00,11.35,20.11,7.99,144040.50,273699.00,98424.00,655774.00,864.2430,17.27,32.81,11.80,251743.0000,87205.0000,532567.0000,PERMIAN BASIN,,NM,21,22S,28E,NWNW,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,40.900000,,32.3831153,-104.1003537,32.3846998,-104.0713158
30015489820000,PLINY THE ELDER FEE,232H,PLINY THE ELDER FEE,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,PURPLE SAGE,PURPLE SAGE,WOLFCAMP (GAS),3174.00,KB,3148.00,20004.00,9583.00,GAS,ACTIVE,1,130983217,COM,323012,2022-09-09,2022-11-23,H,,,,28.76,10171.00,2022-12-01,2023-04-01,5,2022-11-13,2022-11-23,,,,,,,,,,31785.17,2,132266.00,3,9846.00,2,190.7110,2,3.13,13.00,0.97,142092.17,603565.00,41498.00,341985.00,14544.44,0.8526,852.5530,99974.00,6411.00,58434.00,15594.14,13369.39,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,04,23S,27E,NWNW,,,,,,,,PLAINS MARKETING L.P.,"LUCID ENERGY DELAWARE, LLC",46.600000,,32.3385340,-104.2025350,32.3386069,-104.2025710
30015489810000,PLINY THE ELDER FEE,231H,PLINY THE ELDER FEE,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,PURPLE SAGE,PURPLE SAGE,WOLFCAMP (GAS),3174.00,KB,3148.00,19863.00,9570.70,GAS,ACTIVE,1,130983216,COM,323012,2022-09-10,2022-11-24,H,,,,28.93,10042.30,2022-12-01,2023-04-01,5,2022-11-13,2022-11-24,,,,,,,,,,32691.50,3,141471.00,3,9218.00,2,196.1490,3,3.26,14.09,0.92,145528.33,630770.00,40400.00,356338.00,15613.12,0.8732,873.1700,111845.00,6713.00,63228.00,16660.96,13841.61,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,04,23S,27E,NWNW,,,,,,,,PLAINS MARKETING L.P.,"LUCID ENERGY DELAWARE, LLC",46.600000,,32.3386030,-104.2025360,32.3386756,-104.2025742
